pair_id	image	sentence_id	en_translation
1	1_199_2	1	she is pushing a baby stroller
1	1_199_3	2	on the side of the road are some writings on a wall
1	1_199_4	1	the man is wearing a white short.
1	1_19_0	1	a man wearing a head sock that has an artificial flower on its top, is standing
1	1_19_1	2	why is he looking the way he is looking?
1	1_19_2	1	it seems as if it is very cold hence the reason they are all wearing warm clothes
1	1_19_3	2	why is he wearing glasses from behind?
1	1_19_4	1	well, first of all, there is no sunlight at all and secondly, perhaps they were distracting him.
1	1_1_0	1	a man and woman are watching television around evening time
1	1_1_1	2	where exactly are they?
1	1_1_2	1	they are in a city, evidently by the presence of extravagant buildings as well as a lot of vehicles.
1	1_1_3	2	on the screen of the television, there is a person showing. where exactly is this person
1	1_1_4	1	he is in an office that is located outside and made of wood.
1	1_200_0	1	a person is seated in the middle of the road.
1	1_200_1	2	he is seated with his motorbike in the middle of the road
1	1_200_2	1	this man is a police officer
1	1_200_3	2	besides the road  is a really tall building.
1	1_200_4	1	also, there are some people walking. 
1	1_201_0	1	a dog is running.
1	1_201_1	2	what is this dog looking like?
1	1_201_2	1	it has both black and white fur
1	1_201_3	2	it also has its mouth open
1	1_201_4	1	this dog is running on the grass.
1	1_202_0	1	a dog is standing in water
1	1_202_1	2	it is standing just near then sea
1	1_202_2	1	what else is there at the sea?
1	1_202_3	2	there is a lot of white sand and a mountain just close by.
1	1_202_4	1	this dog is just on its own at the sea.
1	1_203_0	1	a young man is standing while holding something in his hands.
1	1_203_1	2	what is he holding in his hand?
1	1_203_2	1	he is having what to use when playing with a ball. he is in a field.
1	1_203_3	2	the man is wearing a head cover on his head.
1	1_203_4	1	he is standing at around noon time.
1	1_204_0	1	some older women and men are on a queue
1	1_204_1	2	they are simply standing. two of the women are carrying bags on their shoulders.
1	1_204_2	1	why are they on a queue?
1	1_204_3	2	they are waiting for a train
1	1_204_4	1	in front of them is a train coming.
1	1_205_0	1	a young man is wearing blue clothes
1	1_205_1	2	behind him is another young man on top of a roof of a building
1	1_205_2	1	the young man is on top of a roof, and is holding onto a rope which he obviously used to  get up.
1	1_205_3	2	he is also wearing a helmet for protection.
1	1_205_4	1	there are mountains and trees in the area he is in.
1	1_206_0	1	a white dog is running along the sea shore
1	1_206_1	2	behind the white dog is a black dog
1	1_206_2	1	what exactly is in the water?
1	1_206_3	2	there are logs in the water as well as the dog's reflection 
1	1_206_4	1	it seems the white dog is chasing after something 
1	1_207_0	1	some young men are playing along the sea shore
1	1_207_1	2	are there only young men?
1	1_207_2	1	not at all. there are also some ladies dressed in their swim suits.
1	1_207_3	2	there are also some gazibos 
1	1_207_4	1	these gazibos are placed on the sea shore sand.
1	1_208_0	1	there is a black and white dog
1	1_208_1	2	it splashing water everywhere as it runs
1	1_208_2	1	there are some people behind the dog
1	1_208_3	2	these people include a man and woman
1	1_208_4	1	are they cheering for someone or are they sad?
1	1_209_0	1	an elderly women are seated
1	1_209_1	2	where exactly are they seated?
1	1_209_2	1	they are seated on a chair next to a wall
1	1_209_3	2	she is wearing a dress with writings on the front.
1	1_209_4	1	the wall has been built with blocks.
1	1_20_0	1	a man crossing a river while holding onto a rope that is above the river. as he is doing this, people are watching him
1	1_20_1	2	what  exactly is happening?
1	1_20_2	1	the rope really is acting as a bridge
1	1_20_3	2	the rope looks quite small. is it strong enough?
1	1_20_4	1	well it is extremely strong and even the part to which it is tied to is equally strong.
1	1_210_0	1	a young man is standing while holding something in his hands.
1	1_210_1	2	he is wearing a cap and a black jersey
1	1_210_2	1	on what is he standing?
1	1_210_3	2	he is standing on top of big rocks.
1	1_210_4	1	it looks like the region is a mountainous region.
1	1_211_0	1	a child is on a swing, playing.
1	1_211_1	2	the child looks very happy. with whom is the child?
1	1_211_2	1	the child is simply alone.
1	1_211_3	2	isn't the child likely to fall from the swing?
1	1_211_4	1	not exactly. this is because the swing has a form of a chair hence it is comfortable.
1	1_212_0	1	a man and a woman are  in a store
1	1_212_1	2	this store has books in stock. what are they doing?
1	1_212_2	1	they are simply chatting while standing
1	1_212_3	2	it looks quite dark. what time is it?
1	1_212_4	1	it is obviously night time as the lights are even on.
1	1_213_0	1	a little girl is playing
1	1_213_1	2	there seems to be various metal rods. where is this child?
1	1_213_2	1	the child is in a place where aeroplanes are manufactured.
1	1_213_3	2	it seems the little child is on its own. is there anybody with the child?
1	1_213_4	1	definitely there is someone with the child. under the plane where the child is, is an older person.
1	1_214_0	1	a little child is outside at around noon time
1	1_214_1	2	what is exactly happening?
1	1_214_2	1	there is some water coming out from below  and splashing above and even splashing the child.
1	1_214_3	2	what else is the child doing?
1	1_214_4	1	squatting in an attempt to stop the water from splashing.
1	1_215_0	1	a dog is in the middle of the road.
1	1_215_1	2	what is this dog doing in the middle of the road?
1	1_215_2	1	it appears to be crossing the road.
1	1_215_3	2	aren't there any vehicles moving as it is crossing the road?
1	1_215_4	1	it seems few vehicles move on this road as the road is isolated in a bush area. at the moment, in fact, there are only two cars and the dog is just between vehicles.
1	1_216_0	1	a woman and a man  dressed smartly are walking.
1	1_216_1	2	the woman is dressed in white clothing. what are they doing?
1	1_216_2	1	well, they are on a wedding and two people are going to the front while the couple are holding hands.
1	1_216_3	2	where is the wedding event taking place from and who is present?
1	1_216_4	1	the wedding is taking place in a church and there are some people standing on the side.
1	1_217_0	1	three men are at a mountainous region, or rock-like area.
1	1_217_1	2	what are they doing?
1	1_217_2	1	they are not exactly doing anything asides just watching
1	1_217_3	2	one of the men has undressed.
1	1_217_4	1	behind the rocks is a large body of water.
1	1_218_0	1	a crowd of people are gathered in one place
1	1_218_1	2	they have all raised posters in their hands
1	1_218_2	1	they all seem to be older in age.
1	1_218_3	2	these older ones include women and women and they are all wearing coats.
1	1_218_4	1	it is obviously cold and that is the reason why they are all wearing coats.
1	1_219_0	1	three people are standing. of the three, one is a woman.
1	1_219_1	2	there is also a police officer who seems as though he is inquiring on something 
1	1_219_2	1	what is exactly happening in this place?
1	1_219_3	2	there is a man bleeding from his eye
1	1_219_4	1	it appears as if he was fighting with some lady and that is probably why he is bleeding.
1	1_21_0	1	a swimmer/diver is having fun in the water and walking along the walls that are painted red and there is a drawing of a fish
1	1_21_1	2	where is he?
1	1_21_2	1	he is at work. there are buildings where vehicles are kept.
1	1_21_3	2	he is having some object around his neck. what role do these objects play?
1	1_21_4	1	they help him to breathe while in water. it has what looks like a hose pipe that is inserted in one's mouth before diving into the water.
1	1_220_0	1	two children are playing
1	1_220_1	2	they are playing in the rains with ball
1	1_220_2	1	along the sides are some trees and grass
1	1_220_3	2	the children are wearing shorts as they are running.
1	1_220_4	1	are they playing on a road?
1	1_221_0	1	a father and his child are in water, playing
1	1_221_1	2	the father has thrown the child in the air
1	1_221_2	1	they both seem to be very happy
1	1_221_3	2	there are two rivers in the place they are in
1	1_221_4	1	in the space in between the two rivers, there are some chairs.
1	1_222_0	1	a man is in a stadium. he has bowed down
1	1_222_1	2	a black dog has jumped in the air
1	1_222_2	1	the man and the dog are inside a stadium
1	1_222_3	2	outside the stadium is a person under a tent
1	1_222_4	1	the tents are white in colour.
1	1_223_0	1	a man wearing red clothes is squatting
1	1_223_1	2	he is outside when it is dark
1	1_223_2	1	he is holding some ropes in his hands on snow
1	1_223_3	2	he is wearing a head sock and some gloves
1	1_223_4	1	it is obviously cold and that is why he is wearing wam clothes.
1	1_224_0	1	a woman is in the air and she is dressed in black clothes
1	1_224_1	2	she is all tied up and is swinging by some rope
1	1_224_2	1	she seems to be enjoying the game that she is playing
1	1_224_3	2	in the place that she is,there appears to be some dry trees
1	1_224_4	1	the woman is looking on the ground.
1	1_225_0	1	the small dogs are playing
1	1_225_1	2	how many are they?
1	1_225_2	1	they are just two in a bush
1	1_225_3	2	they are playing as they run
1	1_225_4	1	this bush has some grass and trees.
1	1_226_0	1	a man is in the air, with his bicycle
1	1_226_1	2	there is a building made of aluminium sheets
1	1_226_2	1	on the ground near him  is a small tree.
1	1_226_3	2	there are some flowers that have sprouted on the small tree.
1	1_226_4	1	the building appears to be very big.
1	1_227_0	1	a lady is walking along a road.
1	1_227_1	2	she is wearing a long jersey and red shoes
1	1_227_2	1	the shoes are higj-heeled
1	1_227_3	2	the jersey has both black and white colours
1	1_227_4	1	the lady is facing elsewhere and and has headsets on her.
1	1_228_0	1	a huge vehicle having huge wheels is in the air.
1	1_228_1	2	on the ground are some other vehicles that have been squashed on their roofs. what exactly is happening?
1	1_228_2	1	well, it seems the very huge vehicle is the one that has squashed all the other vehicles.
1	1_228_3	2	on the side are some people watching. what game is this exactly?
1	1_228_4	1	well, it is simply a type of game that ensures other vehicles are ruined.
1	1_229_0	1	some people are driving some motorcycles which have four wheels
1	1_229_1	2	how many people are driving these motorcycles?
1	1_229_2	1	they are just three and they are all lined up in a line
1	1_229_3	2	they are driving in  some dry grass 
1	1_229_4	1	they are playing in a bush, as there is some grass and trees.
1	1_22_0	1	a little boy wearing a white short is swinging on a swing.
1	1_22_1	2	he seems to have withdrawn his hands from the ropes of the swing . what is exactly happening?
1	1_22_2	1	he seems to be jumping away from the swing now.
1	1_22_3	2	isn't what he is trying to do not dangerous? isn't he likely to hurt himself?
1	1_22_4	1	well the possibility to hurt oneself is there. that is why it is not advisable to jump off a swing while it is in motion.
1	1_230_0	1	two men wearing white clothes are taking pictures
1	1_230_1	2	they seem to be very happy. what exactly are they doing?
1	1_230_2	1	some are smiling while others are being pecked on their cheeks.
1	1_230_3	2	where are they?
1	1_230_4	1	they are in a building. they are however not alone. there are some other people that are standing right behind them.
1	1_231_0	1	a dog is along a pathway,as it is running
1	1_231_1	2	at a nearby distance are some hills and flowers. where is it?
1	1_231_2	1	on either side of the pathway it is in are some trees.
